LegLength	ArmLength	ArmCirc
34.7	35.5	33
39.7	36	30.4
NaN	39.2	43.6
39.5	34.2	27.6
37	37.4	36.4
41	38.4	43.4
41	35.7	26.2
41.2	40.2	36.4
37.5	36.7	35.4
35.3	33.3	24.9
39.3	39	28
39.6	39	30.8
42.2	37.5	31
38	38.5	32
33.5	33.5	32.1
38.4	38.4	42.2
44	40.6	33.9
44.7	43.5	32.8
37.5	36.1	33.7
35.1	34	27.5
34.8	34.2	23.1
41	36.5	33
39.7	37	26.5
39.9	42.6	36.6
30.2	31.2	29.6
30.5	39	53
34.7	38.5	31.9
35.5	35.5	33.1
39.7	38.1	29.3
40	39.5	31.5
37.5	36.3	32.3
41.1	34.8	28.5
39.2	40.6	37.3
37	36.4	28.7
36.1	34.5	32.9
32.4	35	45
44.4	38.3	24.2
39.6	36.5	34
39	35.7	29
33.7	36.4	34.1
36.4	35.7	32
35.5	34.6	35.5
50.2	42.8	41.5
43.1	40	31.4
37.5	31.9	24.3
45.1	42.4	32.8
35.9	41.3	37
31.9	33.7	26
36.7	36.5	25.5
38.4	37.5	32
39.8	40	32.2
41.5	38.3	26.5
33.7	32.4	21.6
33.1	34.6	31.1
30.5	33	32.5
35.6	37	32.9
30.2	31.5	23
36.1	37	38.1
40.1	37.9	30.5
39.7	37.4	35.5
31.7	41	43.4
43	43.2	31.3
45	40.1	34.2
42.3	36.3	27.1
36	36.5	33.7
44.8	39.6	28
31.6	35.5	38.3
42	38.3	29.2
32.5	31.4	23
37.2	35.8	23.6
38.1	37.5	38.2
38.4	36.8	27.5
33.3	34.5	22.5
39	39.8	35.7
NaN	38	40
41.5	36.8	38.3
43.1	38	31.8
39.9	36.4	25.7
36.3	36.5	32.3
44.2	42.5	31.4
42	41	38
43.8	40.4	32.9
39.2	35	32.1
39	38.6	33.6
36.8	34.5	32.8
37.4	39	29.4
32.7	35.2	30.3
44	38.5	31.9
36	33.3	27.4
39.7	40.5	30.1
42.5	38	34.5
48.3	43	34.4
38.6	38	33
41.6	37.2	34.5
39.6	41	33.6
39.2	36	29
34.5	38.9	35
42.6	39	31.4
33.1	36	29.9
37.1	37	40.8
36	35.3	33.7
41.6	38.6	36
42.5	41.2	35.2
35.7	38.5	34.8
37	37	27.4
41.3	45.5	43.6
39.9	38	25.9
39.5	37.4	28.2
36.5	38.2	42.1
34.2	40.2	35.5
40.6	38.7	33
41.7	40.5	33.2
40.5	38	37.2
35.8	41.9	35.4
36	38.5	34.4
40.2	34.8	24.2
37.2	38.2	35.6
36.9	38.7	31.4
34.6	39.4	37.1
40	40	41
43	34.5	25.7
28	34	31.3
47.7	39.5	35.5
43.5	40.5	31
41	40.4	28.6
39.3	36	30.9
38.1	40	37.4
38	39.1	27.4
35.4	38.5	32.9
35	36.5	18.8
44.1	38.6	42.5
39.7	39	34.3
32	38	43.4
42.3	40.8	35.8
44.2	43.2	33.2
44.6	39.4	46.2
40.7	41.2	34.8
39	37.1	50.5
46.5	40.5	35
37.8	35	32.5
38	35	29
38.1	38.5	31.5
37	37.5	29.1
38.5	36.4	41.9
43.4	36.5	25.9
41.1	38	32.2
34	36	31.4
32	33.2	30.1
32.8	38.5	36.3
37.8	33.7	27.8
41.4	39.3	34.3
37.1	38	36.7
34.7	34.1	25
35.3	37.4	36.4
39.2	38.6	30.7
34.7	39	NaN
41.6	36.6	38.2
40.4	39	30.2
41.3	40.4	29.1
35.5	36.7	40.6
37.7	38	35.6
35.7	32	31.7
42	37.8	32
38.4	38	24.9
38.4	35	28.5
32.6	32.5	26
38	38.8	31.8
38.6	37	23.4
38.9	37	35.5
40.5	36.5	38
37.2	39.1	39.4
36.6	34.9	32.3
29.8	33.5	33.8
45.8	42.2	31.2
43.8	36.7	25.4
38.9	39	36.9
38.9	42.4	36.2
37.9	41	36
39.4	37.4	32.7
38.5	37	28.1
29.8	36.6	39
38.7	37.5	31.2
35	37.4	38.5
31.2	29.5	25.5
45	39.9	32.4
35.5	31.8	31
36.3	32.5	28.7
37.7	34.5	29.2
38	37.4	31.4
42.5	40.2	36.9
33.3	31.8	29
33.1	32.5	23.1
34.2	34	32
40.7	43	38.2
43	42	34
50.1	40	32.7
45.5	42.4	26.6
43.1	40	30.2
37.2	38.3	31.2
35.6	37	26
42	37.2	32.6
33	30.5	37.5
36.5	36	29.3
36	36	34.3
41.8	37	28.3
35.2	39.3	33.7
36	40	39.2
41.5	42.5	43.6
27.7	38.6	46.7
36.8	38	33.5
40.1	39.4	31.7
47	42.2	33
39.4	34.6	30.5
40.2	38	35
41	39.2	33.6
34	32.7	27.6
32.5	33.4	30.4
40.3	42.4	38.9
40	40	32.6
34.5	33.3	25.7
37	35.8	28.4
37	35.5	35.3
40	38.8	39.8
41.5	37.3	30.1
NaN	38	38.5
38.5	35.7	28
36.6	34.2	37.6
37.2	33.7	25.1
35	33.2	25
37.1	36.3	31.6
36	33.6	29.5
32.8	33.5	21.7
34.2	38.4	37.5
43.5	37.4	36.7
34.5	35.5	34.5
44.9	40	30.7
39.2	40.3	36.5
41	40.7	29.4
38	36	30.2
34.2	36	39.3
35	34.3	31.6
36.2	36.5	32
37.5	38.5	36.5
NaN	40	50.4
42	39.5	32.8
35.1	32.5	29.1
49.2	44.6	38.6
38.7	37.5	27.8
35.4	38	36.1
30.5	38	38.4
38.8	38.6	31.3
38.5	37	31.4
40.9	40.6	42.8
31	39.7	47
35	35.1	30.5
41.5	39.7	41.3
39.9	38.5	30.2
28.3	32.7	45.3
37.1	36.5	31.8
33.1	36	31
36.5	34.2	28.7
44	43	37.5
39.6	40.1	32
37.5	37	28.2
39.2	38.6	34.4
40.7	38.5	34.9
43	39	30.1
42	37.8	28.1
37.3	32.2	23.9
41.3	38.5	32.2
38.9	39.8	50.7
41	34.4	32.3
41	43	31
38.2	37	41.6
31.1	34.5	27
40.4	37.8	33.6
42.6	38.1	29.8
39.2	40.5	26.6
31.2	36	30.9
39.7	38.2	33.8
43.6	43.3	30.5
40.4	37.5	34.9
37.8	35	23.4
38.1	35.6	28.5
36.4	36.8	29.3
45.5	40	41
46.8	41.4	36.4
39.9	37.2	31.5
36.2	37.9	35.6
36.4	35.4	36.2
36.8	37.4	37.8
34.5	36.3	37.6
43	39.1	39.2
40.3	39	36.3
47.8	41	35.3
38.2	37	26.1
37.6	34.5	27.9
33.4	32.8	30.6
45.8	42.5	37
37.8	35.8	37.6
32	34	35.4
36	39	35.2
39.4	36.4	24.1
43	39	37.4
41	42	39.5
40.8	41	27.2
34.7	34	31.2
43.9	37	36.8
41.2	39.3	36.7
42	41	36.6
40.2	39.3	44.1
44.3	45.2	41.8
34.7	35.4	27.8
40	35.5	24
38.2	37.3	34
37.5	35.4	29.6
43	39	37.2
44.8	41.5	36.8
36	33	32.5
40.7	41	37.8
39.4	34.4	24.4
43.6	38.8	27.4
41.2	41.6	31.1
40.8	37.5	28.5
37.9	34.5	22.4
33.1	35.4	36.4
46	42.4	36.2
41.2	39	30.4
37.2	37	31.5
NaN	NaN	57.5
43.7	41.5	32.2
39.1	38.2	32.6
39.2	35.6	31.2
42.5	35.8	22
33	35.5	36.4
44.6	38	29.6
41	36.8	24.6
36.2	38.1	33
36.6	36	28
35.8	34	30.5
38.3	37.4	30.6
34	37.5	33.3
42.2	43.4	28
44.1	39.3	31.3
40.2	37.2	35.4
40.8	39	36.8
41.3	41.7	35.7
30.4	34	28.2
37.8	39.9	32.2
42.4	41	38.5
37	34.5	34.8
41	40	39.5
36.6	34	31.8
47	37.3	37.2
37	38.5	30.7
36	38.1	43
33.2	35.2	33.4
35	37	45.9
36.7	33.6	28.3
31.8	34.8	28.7
41.1	42	45.4
38	39.5	31.5
36.3	34.5	25
40.4	39.6	32.3
41.8	36.3	30.5
37	36.2	37.8
44.5	37.9	32.8
37.4	37	26.9
41.1	38	31
34	34.6	30.7
33.4	34.2	26.4
36.7	37	34.5
35.7	38.2	33.4
40.1	36.8	28
43.1	44.2	41.8
42.1	41.5	38.5
37.6	42	40.5
39	37.5	34.6
36.7	33.6	31
42.3	41	33.3
41	40.5	35.2
36.6	33.6	24.1
35.8	37.3	30.9
36	36.1	28.5
29.8	29.4	26.3
45.2	41.5	37.1
38.5	36.6	34.5
42.7	38.9	33
39.9	38.3	28.3
36	36.5	30.8
32.8	35	31.7
35.2	41	42.1
37	39	34.1
40.8	38.2	26.7
44.6	41	38.2
35.6	39	34.9
39.3	36.7	33.8
35	36.5	33.9
41.5	40	39.4
45	42.5	36.8
33.5	32	26.9
36	36	30.4
32.6	36.5	29.5
38	39	34.2
42	37	36.6
36.6	36.3	29.9
37.5	37	36.4
42.4	38.9	35
31.6	38.2	42.5
