LegLength	ArmLength	ArmCirc
38.7	37	34.4
37	36.5	29.4
38.1	37.6	31.2
34.4	36.4	30.4
29.5	35.5	28.9
42	40.8	33.2
36	35.2	29
39.6	36.4	27
44.1	36.5	27.2
43.6	42	36.4
37.1	41	48.9
41	39.2	35.7
41.4	38	31.5
35.7	36	29.4
34.2	34.7	32.3
37	37	30.6
NaN	39	26.7
39.2	33.4	30
39.2	34.7	23.5
35	32.9	24.8
44.5	41	34.2
40.4	38	35.6
28.4	35	36.1
40.6	35.5	31.1
36.4	40	37.4
32	38.6	39.7
37.3	33.3	40.5
43.5	42.9	37.5
45.4	41.8	30.3
41.7	40.2	32.9
44.2	41	27.7
37.7	35.7	29.9
36	34.5	29.6
41	35.5	29
43.7	38.6	28.5
34.2	35.6	25.6
35.8	37	26.1
46.6	41.9	36.2
36.2	42.8	39.4
39.3	37.4	28.3
37.1	37	30
36.4	33.9	28.2
41.5	36.7	26.8
39.6	35	23.5
36.1	37.9	30.1
31.3	34	35.2
29.1	31	31.5
36.9	40.5	48.5
38.4	39.3	39.8
38	39.9	38.8
37.6	37.2	37.2
31.6	36.5	40.6
37.2	32	30
42	38.2	32.8
41	39.7	36.2
42.5	42.5	32.6
35.5	37	23.6
37.7	32.7	24.7
39.9	36.7	35
38.2	40.4	41
37	35	26.5
36	37.5	36.7
43.5	40.8	44.9
37.7	37.7	32.7
46.6	41	31.2
38.5	37	30.5
39	38.7	31.5
33.3	35.5	28.2
30.2	38	39.1
41.6	41.4	36.7
39.9	38.5	33
37.9	38.5	27.3
40.9	38.5	40
38.1	37	40.4
34.1	33.7	30.5
43.7	37.5	28
32.3	34.4	26.6
40.2	40	37.5
40.4	40.2	33.7
45.6	39.2	26.5
37.1	39.1	30.6
44.4	38.4	34.2
43.7	38.9	39.2
39.2	38.2	40.6
46.8	40	28.7
41.6	38	31.7
38.9	36.2	31
40	37	39.6
44	39	29
43.2	41.5	31.1
38.2	33	24.6
41.6	38	35
42.9	36.8	31
42.7	40.3	36.9
39	38.6	26.7
NaN	41.9	39.7
41.5	37	34.5
39	37.3	24.4
36.7	34.6	25.2
28.5	36	36.8
36.6	36.2	34.4
37.2	37.4	32.5
35	36	27.7
37.6	33.4	24.7
32.2	37.4	37.9
33	39.2	33.1
36.2	38.5	38.2
32.9	34.7	30
35.6	34.4	38
30	36.5	39.5
42.3	38.2	28.4
40	39	38.7
46	38.4	23
38.5	34.6	29.1
37.8	37	24.3
38.9	35.4	35
33	40.1	38
43	46	40.7
43	37.6	35
40	38.5	28.7
39.6	37.3	48.5
40.5	35.8	32.1
44	43.5	30.5
39.3	41.2	36.2
37.7	39.2	32.2
39.5	40	35.2
37.9	34	25.4
39.6	39.2	33.5
33.9	35.4	36
36.3	36.1	37.6
38.5	38	26.2
42.8	40	35.2
39.9	39	31.2
44.5	39.8	34.1
26.5	35	36.4
30.3	35.3	28.8
42.6	40	34.9
42.5	38.8	30.8
31.9	31	34.2
41.7	38.8	35.1
38.1	36.5	40
43	39.2	35.4
42.4	35.9	26.7
38.8	34	40
28.6	33.8	35
35.9	35.4	29.3
39	35.2	23.7
43.6	43.3	42.2
36.7	34.9	29.8
36	34.5	23.4
40.1	37.5	31.8
31	35	35.5
29.5	39	43
33.3	35.5	41.9
40.5	38.8	35.4
42.5	42.2	38.6
38.5	38.8	28.8
39.3	36	32.6
30.5	34	36.1
38.7	35.8	24.3
41.8	38.3	23
39.2	36	25.4
38.7	40	35.6
35.1	38.3	40.5
35	37.6	36.6
36.2	32.8	24.6
42	41	29.2
35.6	32.7	25.8
41.7	43.8	37.6
40	42.5	26.8
32.6	34	27.8
36.6	36.1	37.7
33	38.3	35.6
40	36.2	26.6
44.9	41.5	37.5
38.4	35.6	24.1
43.5	39.9	41.7
46	41.5	34.4
36.7	36.1	29.2
30.5	38.3	33.6
35.9	34	26.6
44.7	39	38
45	37	29.1
40.5	40.1	33
33.5	39.5	37.5
42	35.7	26.7
30.8	32.3	25
37.8	38.2	29.2
27.8	35	39.9
45.2	38.8	32
33.4	32.7	28.1
38.7	35.4	32.9
36.5	36.2	30.6
33.4	35.8	29.5
35.6	34.7	26.5
39.5	37.7	36.1
41	42	37.1
37.4	35.2	32.2
34.2	38	35.4
41.9	42	34.8
40.6	40	34.7
32.2	38.1	28.7
37	34	29.8
32.3	33.5	28.7
39.4	42	38
39.5	NaN	NaN
40.8	38.8	32.8
38.3	41.5	38.3
36.2	38.2	33.4
37.6	35.1	33.2
36.7	35.5	34.3
41.9	41.4	35.4
38.4	36	23.7
37.7	37	34.3
37.2	36.5	29.6
40.2	39.5	35.3
30.1	32.5	29.6
39	40.3	42.4
39.7	39.5	31.3
40.1	39.4	28.8
29.1	35	35.9
37	35.2	35.6
25.5	38	45.2
41	35.8	27.5
38.2	35.6	28.4
34.2	37	35.5
38.1	33.5	28
37.7	35	27.7
36.8	32.5	28
39	38.2	25.6
45	41.8	31.6
34.2	36.9	35.8
37.8	34.4	29
35.9	32.5	23.4
38.8	36.5	26
42	42	38.3
32.7	37.9	39.3
