LegLength	ArmLength	ArmCirc
33.2	30.7	25.9
39.4	37.4	31
32.7	34	36.2
38.5	36.6	32.8
42.9	38	31.8
39	35	30.4
39.9	36.5	24.1
40	38	27.2
37	37.5	30
40.6	42	40.7
41.1	37.6	33.4
32.1	40.2	28.5
40.5	38.5	24
39.5	40.7	36.1
39.7	34	31.5
30	36	36.2
41	40.5	33.3
30.5	35.5	32.9
33	31.8	35.9
34.8	33.7	26.7
43.9	40.5	37.1
31.6	34	31.1
34.4	38	36.4
37.9	36.4	28.9
38	42	34.5
44.2	37.8	25.8
41.7	38.4	36.8
39.5	40.8	36.4
42.6	42.2	33.7
34.8	36	29.8
48	42	38.5
41.5	38.7	29
44	41	43.4
43.3	41.8	27
31.1	32	29.3
32.2	33	24.2
35.5	36.4	30.2
36.8	36.1	27.1
35.5	41	40.5
45	38	29.6
36.1	43	44.2
27.4	32	39.5
37.2	33.5	27.8
48.2	40	50.3
34.4	33.2	24.2
33.3	31.2	28.3
38.2	35	30.5
36.3	34.2	22.8
41.1	38	33.2
41.6	37.7	40.1
37.2	41	32.3
35.8	38	32.5
42.1	37.5	33.7
37.2	36.7	32.7
36.4	38	40.3
37.2	38.4	33.5
41	40.7	37
38.5	40.9	37
38	36	37.3
38.6	36.2	26.4
37.3	38	38.5
38.1	40	35.8
39.1	38.5	29.1
32.6	33.8	29.9
40.4	38	34.3
33.3	34.2	27.8
33.9	33.7	33
34.2	38	35.6
37	37	37.7
40.8	36	27
37	37.5	32.4
37	37.3	34.4
43.5	40	34.8
41.5	42	43
40.3	38.7	34.5
36	34.3	25.5
43.3	40.5	29
41.3	38	21.6
44.2	41.7	35.5
36.6	36.6	31.9
34.7	34	35.5
42.7	39	36.4
38.9	38	29.2
38.4	37.3	28.3
32	42	36
41.5	38.2	31.1
39.2	39.8	35.4
41	34.6	28.1
40.8	39	28.3
34.6	32.8	22.6
38.5	38.5	32.3
39	40	35.9
34.2	37.7	32.6
40.6	40.8	35.4
42.1	40	34.6
38	35.4	28.5
43.4	36	31
40.3	40	37.8
37	35.5	26.1
41.6	40.3	32.6
40.3	37	27
44.8	42.5	37
44	41	34.6
35.4	35.5	28.2
34.4	32.5	35.2
42.2	40.2	32
35.2	36.3	33.5
41.1	35.8	30
38.8	36.3	30.4
40	40.4	41.7
34.2	35	24.6
27.4	31.2	28.2
32	37.9	35.2
39.2	38	29.9
34	36.2	38.8
32.6	32	28.4
44.5	40	46.8
39.4	36	31.4
40.4	40.2	45.8
45.2	40.1	36.7
37.2	38.2	31.6
35.7	34.5	41.1
34.5	33	23
41.2	35.6	32.7
36.3	40	35.7
31.5	38.8	38.9
35	31.9	21.2
40.6	35.6	33.5
35.2	36	32.1
40.3	39.6	33.5
39.4	42.6	37.8
40.6	37.8	27.8
35.2	37.2	37.7
36.2	32	30.7
37.5	34	32
36.6	35.3	35.3
41.5	41.5	31
34.6	35.3	26.9
32.1	37.5	46.2
37	38	33.9
32.9	39	38.5
33	35.5	32.7
37.2	35.4	30.5
47.2	41.2	40.5
38.5	34.8	24
35.1	37	37
48.1	44.8	32.8
41.9	38.8	40.4
38	39	31
39	37.5	27.2
36.7	37	30.5
50	44.2	38.2
38.7	38.5	30.3
41.5	40	28.7
44.2	41	42.2
42.4	39.2	29
43.5	42.2	33.7
48.2	41.5	34.9
49.5	43	42.5
39.5	35.4	26.2
34.7	35	28.6
37.8	35.7	30.5
40.2	36.2	36.2
32	37.5	34.7
39.3	39	35.8
37.8	40.5	36.2
NaN	33.6	26.5
42.9	39	28
46.6	44.4	42.7
38	39.2	42
33	36.5	36.5
38.7	38	35.2
38.7	40.6	39
34	35.5	30.8
35.6	41.9	38
37.3	34.4	30.2
38.7	37.6	33.6
40	40	36
38.5	34	24.7
36.6	33.5	28
42.1	42	33
40.4	39.5	33.8
36.3	34	31.5
43.5	35.7	32.7
38.3	36	30.4
38.2	43.7	39.7
37.4	35	32
35.9	35.2	42.9
43.6	40	40.1
42.3	40.9	35.3
40.1	39.2	41.2
33.5	37	38.4
41.4	36.1	27.3
38.4	40	33.7
45	39.2	38.6
42.2	36	31.4
53	46	36.5
33.2	32.3	28.8
40.4	39	36.2
42.7	39.5	30.2
40.4	40	47.6
40.9	36.6	25.3
43.6	42.7	31.1
36.8	34	28.5
38.5	37.2	36.4
37.8	35.2	26.9
38.7	39	37.7
38.5	37.8	32.2
38	41	31.8
38.1	35.2	29.1
37.1	39.5	37
38.6	39.3	30.9
42.2	37	30.5
40.7	36.3	30.4
40	35.4	27.6
33.8	36.2	32.5
31	36	31.3
40.4	39	37.3
32.7	35.7	29.3
34.6	34	31.1
35.3	36.3	35.5
40.1	39	38.5
39.5	40	43.5
35.4	35.4	35.8
42.5	38	26.4
36	34.5	31.6
NaN	41.5	42.8
36.5	43	39.9
39	34	24.5
40.6	37.4	36.8
29.1	36.1	36.4
37.9	33.8	23.4
42.6	38.6	37.7
36.7	34.8	29.7
41.4	39	31.1
41.4	38	30.5
34.5	32.7	23.1
33.5	33	34.2
34.5	36	32
39.2	39.2	35.6
34.4	35.5	35.2
36.5	35	29.7
39	39.5	36.4
33.7	39	32.7
42.3	42.9	35.9
33.3	33	27.2
35.9	33.4	24.5
41.1	37.2	28.7
40	36	27.7
40.8	36	37.1
36.4	36.5	34.3
41.2	37	27
43	37.2	32.9
36.2	35.3	29
37	37.3	36.9
32.1	32.2	26.5
35	33.8	26.6
41.4	40.5	26.7
36.9	34.2	28.5
35.7	33.1	29.6
35.5	34	24.5
37.7	35.6	25.7
41.5	37.5	36.6
41.2	37.3	34.4
35.1	34.8	37.2
NaN	36.6	39.5
32.9	38.6	31
40.2	41.5	33.8
35.2	35.5	31.9
34.1	37.7	30
38.5	37.4	25.6
37.9	35.5	34.5
36.3	37.5	33.5
34	34.3	32.6
33.1	31.5	27.3
42	39.6	25.7
38.2	37	36
31.5	32.8	25.5
38	34.5	26.4
35.7	35.5	25.2
36.1	37.2	36.7
37.7	39	33.2
50	43.9	31.6
40.2	42	34.7
40.9	38	36
37.2	36.6	20.5
42.8	39.5	31.3
39.3	40	36.5
39.2	36.5	37.4
35.4	35.4	29.1
40.9	36.5	32
36.8	39.4	31.6
39.5	34.9	30.3
43	37.5	28.8
44.5	38.6	32.3
42.6	37.3	35
42.3	38.3	34
39	36.5	29.8
39.6	38.2	39.9
35.4	37	30.5
46.5	41.5	40.4
41.5	42.5	34.6
39.1	38	35
37.7	36	25.6
31.1	37.4	30.4
38	35	31
37.6	36.3	28.1
29.8	35.5	35.4
38.8	38.2	26.7
33.4	38	38.3
36.5	32	24.4
40.4	37.7	25.6
34.5	36.5	39.2
35.4	39	36.5
39	36.7	25.8
35.2	40	41
35.7	34.5	32.3
42	39.6	34.6
34.2	41.4	55.5
38.8	37.5	35.2
39.6	39	38.6
37.4	33.3	37.8
39.8	39.4	41.2
38.4	35.3	22.8
39.3	35.4	30.7
41	38.3	32.3
24.2	34	37.3
36.7	36.3	30.3
36.3	38.6	31.3
41.2	44	44
36.1	36.3	34.5
39.2	39.5	36.6
37.2	39.5	33.9
39	35.7	29.3
36.9	33.2	22.2
31.4	38	37.5
33.5	38.3	33.3
